street_name,class
Avenida Dante Razeira,Personalidade Histórica
Rua Rio Grande do Sul,Nome de Cidade/UF
Rua Ivo Lessa Silveira,Personalidade Histórica
Rua Aparício Castro,Personalidade Histórica
Rua Coronel Manoel Rodrigues Filho,Exército
Avenida 7 de Setembro,Feriado
Largo José Cláudio Machado,Personalidade Histórica
Avenida Doutor Nei Brito,Profissão
Estrada Comendador Ismael Chaves Barcellos,Personalidade Histórica
Avenida Comendador Ismael Chaves Barcellos,Personalidade Histórica
Rotatória Lar Irmã Ester,Personalidade Histórica
Avenida Pastor Luiz Antônio da Luz,Personalidade Histórica
Rua Coronel Inácio de Quadros,Exército
Avenida Dona Frutuosa,Personalidade Histórica
Rua Antônio Inácio Galeão,Personalidade Histórica
Rua Hélio Ifran Pires,Personalidade Histórica
Avenida Lupicínio Rodrigues,Personalidade Histórica
Rua Antônio Caringi,Personalidade Histórica
Rua Capitão Rodrigo,Exército
Rua Toríbio Cambará,Personalidade Histórica
Rua Darcy Azambuja,Personalidade Histórica
Rua Maestro Medanha,Personalidade Histórica
Rua Província de São Pedro,Figura Religiosa
Rua Leopoldo Lassier,Personalidade Histórica
Rua Eliana,Coisa
Rua Ancico,Coisa
Rua Pedro Missioneiro,Personalidade Histórica
Rua Tio Bvila,Personalidade Histórica
Rua O Tempo e o Vento,Personalidade Histórica
Rua Teixeirinha,Coisa
Rua Paulo Ruschel,Personalidade Histórica
Rua Luís C. Prestes,Personalidade Histórica
Acesso Condominial Milão,Rua sem nome
Rua Pedro Raymundo,Personalidade Histórica
Rua César Passarinho,Personalidade Histórica
Rua Aparício S. Rillo,Personalidade Histórica
Acesso Condominal Roma,Rua sem nome
Rua Cenair Maicá,Personalidade Histórica
Rua Bolmar,Coisa
Rua Noel Guarani,Personalidade Histórica
Rua 17 de Dezembro,Feriado
Rua Adão Dionísio Neugebauer Bortowski,Personalidade Histórica
Rua Eva dos Santos Quinhones,Figura Religiosa
Avenida Nestor Jardim Filho,Personalidade Histórica
Avenida Emílio Pinheiro Gomes,Personalidade Histórica
Rua Osvaldo Jardim,Personalidade Histórica
Travessa Nei Brito,Personalidade Histórica
Rua Wenceslau Fontoura,Personalidade Histórica
Rua Aracajú,Coisa
Avenida Valdir Rodrigues Soares,Personalidade Histórica
Avenida João Arnaldo Gonçalves,Personalidade Histórica
Rua Miracema do Norte,Personalidade Histórica
Rua Vitória,Coisa
Rua Terezina,Coisa
Rua Campo Grande,Personalidade Histórica
Rua Fortaleza,Coisa
Travessa dos Venezianos,Personalidade Histórica
Rua Pedro Antônio Werlang,Personalidade Histórica
Rua Alcides Veiga Barcellos,Personalidade Histórica
Rua Bento Bandeira da Silva,Personalidade Histórica
Rua Maria do Carmo Garcia,Personalidade Histórica
Rua Nelson Moraes Costa,Personalidade Histórica
Rua José Carlos Bernardes,Personalidade Histórica
Rua Berta Motyl,Personalidade Histórica
Rua Luís Willi,Personalidade Histórica
Rua Vinte e Oito,Rua sem nome
Rua Quarenta e Dois,Rua sem nome
Rua Quarenta,Rua sem nome
Rua Trinta e Oito,Rua sem nome
Rua Vinte e Dois,Rua sem nome
Rua Vinte e Cinco,Rua sem nome
Rua Trinta e Seis,Rua sem nome
Rua Trinta e Três,Rua sem nome
Rua Trinta e Nove,Rua sem nome
Rua Vinte e Nove,Rua sem nome
Rua Trinta e Cinco,Rua sem nome
Rua Vinte e Três,Rua sem nome
Rua Trinta e Quatro,Rua sem nome
Rua Trinta e Sete,Rua sem nome
Rua Trinta,Rua sem nome
Rua Vinte e Seis,Rua sem nome
Rua Quarenta e Um,Rua sem nome
Rua Trinta e Dois,Rua sem nome
Rua Vinte e Quatro,Rua sem nome
Rua Vinte e Sete,Rua sem nome
Rua Trinta e Um,Rua sem nome
Rua Onze,Rua sem nome
Rua O Dois,Personalidade Histórica
Rua Jorge de Matos Savedra,Personalidade Histórica
Rua Cinquenta,Rua sem nome
Rua H Dois,Personalidade Histórica
Rua Cinquenta e Três,Rua sem nome
Rua Oito,Rua sem nome
Rua L Dois,Personalidade Histórica
Rua J Dois,Personalidade Histórica
Rua B Dois,Personalidade Histórica
Rua Sete,Rua sem nome
Rua Doze,Rua sem nome
Rua F Dois,Personalidade Histórica
Rua H Três,Personalidade Histórica
Rua N Dois,Personalidade Histórica
Rua E Dois,Personalidade Histórica
Rua Nove,Rua sem nome
Rua A Dois,Personalidade Histórica
Rua Três,Rua sem nome
Rua B Três,Personalidade Histórica
Rua Cinco,Rua sem nome
Rua Quatro,Rua sem nome
Rua C Dois,Personalidade Histórica
Rua D Dois,Personalidade Histórica
Rua M Dois,Personalidade Histórica
Rua I Dois,Personalidade Histórica
Rua Treze,Rua sem nome
Rua Dezenove,Rua sem nome
Rua Vinte,Rua sem nome
Rua Dezesseis,Rua sem nome
Rua Quatorze,Rua sem nome
Rua Dezessete,Rua sem nome
Rua Quinze,Rua sem nome
Rua Vinte e Um,Rua sem nome
Rua B Um,Personalidade Histórica
Rua D Um,Personalidade Histórica
Rua M Um,Personalidade Histórica
Rua L Um,Personalidade Histórica
Rua J Um,Personalidade Histórica
Rua A Um,Personalidade Histórica
Rua G Um,Personalidade Histórica
Rua N Um,Personalidade Histórica
Rua I Um,Personalidade Histórica
Rua P Um,Personalidade Histórica
Rua E Um,Personalidade Histórica
Rua O Um,Personalidade Histórica
Rua Q Um,Personalidade Histórica
Rua C Um,Personalidade Histórica
Rua H Um,Personalidade Histórica
Rua F Um,Personalidade Histórica
Travessa dos Pinheiros,Personalidade Histórica
Rua Mário Luís Souza Soares,Personalidade Histórica
Rua Palmares,Coisa
Beco 8 Esperança,Rua sem nome
Rua Nova Esperaça,Personalidade Histórica
Rua da Antena,Personalidade Histórica
Rua Herbert Rhodenbusch,Personalidade Histórica
Rua Osmar Pacheco,Personalidade Histórica
Rua Lahire Guerra,Personalidade Histórica
Rua Coronel E. Lopes Santos,Exército
Rua Arnaldo Tolotti,Personalidade Histórica
Rua Professor Barbosa,Profissão
Rua Carlo Ventura,Personalidade Histórica
Rua João Vidal,Personalidade Histórica
Rua Bruna Comerlato,Personalidade Histórica
Rua João Guntzel,Personalidade Histórica
Rua Lothar Zenker,Personalidade Histórica
Rua Victor Scalco,Personalidade Histórica
Rua Adão de Fraga,Personalidade Histórica
Rua Carlos de Moura e Cunha,Personalidade Histórica
Rua Anacleto Prati,Personalidade Histórica
Rua Pery Berbigier,Personalidade Histórica
Avenida Beira Rio,Coisa
Rua Coronel Março de Andrade,Exército
Rua Adão Couto,Personalidade Histórica
Rua Oswaldo Poeta,Personalidade Histórica
Rua Bertino Varella,Personalidade Histórica
Avenida Perimetral,Coisa
Rua Avelino Ávila de Oliveira,Personalidade Histórica
Rua Salvador Jardim,Personalidade Histórica
Rua Cônego Estanislau Scherer,Personalidade Histórica
Rua Augusta Linck,Personalidade Histórica
Rua Edgar Luiz Schineider,Personalidade Histórica
Rua Ladislau Neto,Personalidade Histórica
Rua Manoel Leão,Personalidade Histórica
Rua Padre Lima,Figura Religiosa
Rua 14 de Outubro,Feriado
Rua Coronel Serafim Silva,Exército
Rua Rondônia,Nome de Cidade/UF
Rua Bento Gonçalves,Nome de Cidade/UF
Rua Doutor Joaquim Ribeiro,Profissão
Rua Doutor Lauro,Profissão
Rua Noé Pinhatti,Personalidade Histórica
Travessa do Adriano,Personalidade Histórica
Rua Doutor Otávio Rocha,Profissão
Rua José Stortti,Personalidade Histórica
Rua Conrado Ferrari,Personalidade Histórica
Rua David Francisco Maurício,Personalidade Histórica
Rua Gregório da Fonseca,Personalidade Histórica
Rua José Francisco Oliosi Silveira,Personalidade Histórica
Rua Porto Calvo,Personalidade Histórica
Rua Professor Carlos de Paula Couto,Profissão
Rua Professor Clemente Pinto,Profissão
20,Coisa
Escadaria Santo Inácio,Figura Religiosa
Estrada Francisca de Oliveira Vieira,Personalidade Histórica
Rua Murá,Coisa
Rua Papa João XXIII,Figura Religiosa
Avenida Paraíso,Nome de Cidade/UF
Rua Evaristo Lopes,Personalidade Histórica
Rua Walter Jobim,Personalidade Histórica
Rua Aurélio Rosa Rodrigues,Personalidade Histórica
Avenida Vereador Breno Guimarães,Personalidade Histórica
Rua São Geraldo,Figura Religiosa
Rua Manoel Francisco das Neves,Personalidade Histórica
Rua Cláudio Pacheco,Personalidade Histórica
Rua Santa Irene,Figura Religiosa
Rua Rio dom Sul,Personalidade Histórica
Rua Luiz Andriott,Personalidade Histórica
Rua José Carlos de Oliveira,Personalidade Histórica
Rua Antônio Lopes Jardim,Personalidade Histórica
Rua Lidonho Vidas,Personalidade Histórica
Rua Salustiano Avelino Ribeiro,Personalidade Histórica
Rua Dona Alides Larre Pereira,Personalidade Histórica
Rua das Gaivotas,Personalidade Histórica
Rua dos Pintassilgos,Personalidade Histórica
Rua dos Flamingos,Personalidade Histórica
Rua das Garças,Personalidade Histórica
Rua dos Frades,Personalidade Histórica
Rua José Milton Paris,Personalidade Histórica
Rua Tesourinha,Coisa
Rua dos Rouxinóis,Personalidade Histórica
Rua Anhumas,Coisa
Rua Falcão,Coisa
Rua Pica-Pau,Personalidade Histórica
Rua Águias,Coisa
Rua dos Bem-Te-Vis,Personalidade Histórica
Travessa Cruz Alta,Nome de Cidade/UF
Rua Deputado Lidovino Fanton,Personalidade Histórica
Rua Monsenhor Andre Pedro Frank,Personalidade Histórica
Rua Jacicoema,Coisa
Rua Oiampi,Coisa
Rua Joaçaba,Coisa
Rua Coronel João Leite Filho,Exército
Rua Urussunga,Coisa
Passeio Primavera,Coisa
Rua Mato Grosso do Sul,Nome de Cidade/UF
Rua Sílvio Freitas Remédio,Figura Religiosa
Rua João de Araújo Lessa,Personalidade Histórica
Passagem VV,Coisa
Avenida Paulo Pontes,Personalidade Histórica
Viaduto José Loureiro da Silva,Personalidade Histórica
Ciclovia Diário de Notícias,Personalidade Histórica
Ciclovia João Antônio da Silveira,Personalidade Histórica
Praça Rui Barbosa,Personalidade Histórica
Rua Telmo Silva,Personalidade Histórica
Rua Otávio Rabelo Cézar,Personalidade Histórica
Rua Edgar Azeredo Coutinho,Personalidade Histórica
Rua A Maga,Personalidade Histórica
Rua Luiz Green,Personalidade Histórica
Rua Argemiro Dorneles,Personalidade Histórica
Rua Sócrates Centeno Rodrigues Barbosa,Personalidade Histórica
Rua 01,Rua sem nome
Rua Júlio Ruozinsk,Personalidade Histórica
Rua Pedro Rosa,Personalidade Histórica
Rua Artur Green,Personalidade Histórica
Rua Lucas Quadros,Personalidade Histórica
Rua João de Araújo Cézar,Personalidade Histórica
Rua Davino Teixeira,Personalidade Histórica
Rua C6,Rua sem nome
Rua C3,Rua sem nome
Rua C4,Rua sem nome
Rua C5,Rua sem nome
Rua C7,Rua sem nome
Rua B8,Rua sem nome
Rua João Arruda de Oliveira,Personalidade Histórica
Rua C9,Rua sem nome
Rua B3,Rua sem nome
Rua B12,Rua sem nome
Rua C10,Rua sem nome
Rua B4,Rua sem nome
Rua B5,Rua sem nome
Rua B9,Rua sem nome
Rua B11,Rua sem nome
Rua Olavo Machado Lessa,Personalidade Histórica
Rua C8,Rua sem nome
Rua David Rios Pinto,Personalidade Histórica
Rua C11,Rua sem nome
Terminal Hidroviário de Porto Alegre,Nome de Cidade/UF
Terminal Hidroviário de Guaíba,Nome de Cidade/UF
Rua Furriel Luiz Antônio de Vargas,Personalidade Histórica
Rua Hermínio da Rocha Vilar,Personalidade Histórica
Rua 31 de Março,Feriado
Rua Atalante dos Santos,Figura Religiosa
Rua C2,Rua sem nome
Rua Júlio Ostrowski,Personalidade Histórica
Rua Alceste Ângelo Bringheti,Personalidade Histórica
Rua Máximo Lariaguerre,Personalidade Histórica
Avenida Maurício Sirotsky Sobrinho,Personalidade Histórica
Rua Assis Pereira Soares,Personalidade Histórica
Rua Álvaro José Machado,Personalidade Histórica
Avenida Zeferino da Boa Vista,Personalidade Histórica
Avenida João Longua,Personalidade Histórica
Rua da Balança,Personalidade Histórica
Avenida Doutor Urias Lugon,Profissão
Rua Antônio Martins,Personalidade Histórica
Travessa Nova,Coisa
Boulevard Deputado Ruy Ramos,Personalidade Histórica
Praça Navegantes,Coisa
Acesso Hammond,Rua sem nome
Rua Benjamin Flores,Personalidade Histórica
Praça General Osório,Exército
Viaduto da Conceição,Personalidade Histórica
Rua Cassiano do Nascimento,Personalidade Histórica
Praça da Alfândega,Personalidade Histórica
Rua Irmão Augusto Duflot,Personalidade Histórica
Rua Engenheiro Otávio Furtado,Profissão
Rua Engenheiro Tito Marquês Fernandes,Profissão
Rua Zenóbia Lúcia de Deus,Personalidade Histórica
Rua Jóia,Nome de Cidade/UF
Rua Marcos Wainstein,Personalidade Histórica
Rua Capitão Amarante Xavier,Exército
Rua José Knijnik,Personalidade Histórica
Rua Adail Borges Fortes da Silva,Personalidade Histórica
Rua Dinarte Armando,Personalidade Histórica
Rua José Pedro de Souza,Personalidade Histórica
Rua Glênio Peres,Personalidade Histórica
Rua Ventos do Sul,Personalidade Histórica
Rua Carlos Geyer,Personalidade Histórica
Rua Deputado Cunha Bueno,Personalidade Histórica
Rua Liane Alves,Personalidade Histórica
Rua Benjamim Moresco,Personalidade Histórica
Rua Romeu de Vasconcellos Rosa,Personalidade Histórica
Travessa Alfredo Magalhães,Personalidade Histórica
Rua Fernando Borba,Personalidade Histórica
Rua Silvado,Coisa
Corredor de Transporte Coletivo Bento Gonçalves,Nome de Cidade/UF
Rua dos Carijós,Personalidade Histórica
Rua dos Tapuias,Personalidade Histórica
Rua dos Charruas,Nome de Cidade/UF
Rua dos Tapes,Nome de Cidade/UF
Rua dos Guananas,Personalidade Histórica
Rua dos Minuanos,Personalidade Histórica
Praça Paraguassu,Coisa
Praça Moema,Coisa
Rua dos Caiaguais,Personalidade Histórica
Rua dos Tabajaras,Personalidade Histórica
Rua dos Guaranis,Personalidade Histórica
Travessa Alfredo Magalhães,Personalidade Histórica
Rua dos Arachanes,Personalidade Histórica
Rua Edemilson Santos Silva,Figura Religiosa
Rua Henrique Anawate,Personalidade Histórica
Rua Hélio Felix Frey,Personalidade Histórica
Rua Cirilo Leite Torres,Nome de Cidade/UF
Rua Moacyr Godoylha,Personalidade Histórica
Rua Kyve Knijnik,Personalidade Histórica
Rua Paulo Derly Shell,Personalidade Histórica
Rua Wilson Vargas,Personalidade Histórica
Rua Torre de Pedra,Personalidade Histórica
Rua Doutor Sady Soares,Profissão
Rua Dona Luiza Landel de Moura,Personalidade Histórica
Rua Leonardo Carlucci,Personalidade Histórica
Rua Heitor Kramer,Personalidade Histórica
Rua Olécio Cavedini,Personalidade Histórica
Rua Nestor José Nitschke,Personalidade Histórica
Rua Luiz Delfino,Personalidade Histórica
Rua Ilari Arlindo Basei,Personalidade Histórica
Rua Waldemar da Silva Tavares,Nome de Cidade/UF
Avenida Coronel Pedro Augusto Bittencourt,Exército
Rua João Palma da Silva,Personalidade Histórica
Rua Olívio Koliver,Personalidade Histórica
Rua Denize Crespo Gay da Fonseca,Personalidade Histórica
Rua Jorge Oscar Gay da Fonseca,Personalidade Histórica
Rua Dario Cardoso,Personalidade Histórica
Rua Carlos Frederico Albers,Personalidade Histórica
Viela 1,Rua sem nome
Rua Ancara,Coisa
Rua Cláudio Water Ferreira,Personalidade Histórica
Rua Olegário Mariano,Personalidade Histórica
Rua Mirador,Coisa
Rua Olegário Dias Maciel,Personalidade Histórica
Rua João Ribeiro de Barros,Personalidade Histórica
Rua Luís Felipe Monmany,Personalidade Histórica
Rua Itacyr Rossi,Personalidade Histórica
Rua Ary Ercilio,Personalidade Histórica
Rua Manoel Nunes da Silva,Personalidade Histórica
Rua Doutor Walter Winkler,Profissão
Travessa Juca Batista,Personalidade Histórica
Rua Ari Peixoto Martins,Personalidade Histórica
Beco Juca Batista,Rua sem nome
Avenida Sepulveda,Coisa
Avenida Tancredo Neves,Personalidade Histórica
Rua Donato Silva Ramos,Personalidade Histórica
Rua Willy Teichmann,Personalidade Histórica
Rua Ítalo Rafo,Personalidade Histórica
Rua Monsenhor Severino Brun,Personalidade Histórica
Rua Pedro Merel,Personalidade Histórica
Rua Jacira Pereira de Oliveira,Personalidade Histórica
Rua Wilson Prates Bernardini,Personalidade Histórica
Rua Floribal Olinto dos Santos,Figura Religiosa
Rua Carlos Alfeu Carvalho,Personalidade Histórica
Rua Lídia José Merel,Personalidade Histórica
Rua Olmiro Lorença da Silva,Personalidade Histórica
Rua Sidney Lima,Personalidade Histórica
Rua Artur Francisco Leites,Personalidade Histórica
Rua Regina José Silveira,Personalidade Histórica
Rua Maria Paula Leal,Personalidade Histórica
Rua Quatrocentos e Cinco,Rua sem nome
Rua Selma de Oliveira,Personalidade Histórica
Rua Maria Trindade,Personalidade Histórica
Rua Diógenes Arruda Câmara,Personalidade Histórica
Rua Cazuza,Coisa
Rua Professor Darci Passarinho,Profissão
Rua Aladim de Araújo Pinto,Personalidade Histórica
Rua Otaviano de Oliveira Júnior,Personalidade Histórica
Rua Alfredo Souza,Personalidade Histórica
Travessa Chico Viola,Personalidade Histórica
Rua Pedras Brancas,Personalidade Histórica
Rua João P F Guimarães,Personalidade Histórica
Rua Doutor Nazário Leitão dos Santos,Profissão
Rua Venâncio Varella,Personalidade Histórica
Travessa Pedras Brancas,Personalidade Histórica
Rua Gabriel Fontoura,Personalidade Histórica
Rua Padre José Eichelberger,Figura Religiosa
Rua Artilino A da Silva,Personalidade Histórica
Travessa Pedro Modesto Bampi,Personalidade Histórica
Rua Ana Maltz Knijinik,Personalidade Histórica
Rua Goitacaz,Coisa
Rua Nestor Ludwig,Personalidade Histórica
Rua Principal,Coisa
Alameda Alexandre Zilles Barata,Personalidade Histórica
Largo Alfredo Le Pera,Personalidade Histórica
Rua João Poeta,Personalidade Histórica
Passagem Fernando Callage,Personalidade Histórica
Olhos Atentos,Coisa
Cascata,Nome de Cidade/UF
Rua Cancha Reta,Personalidade Histórica
Rua Darci Fagundes,Personalidade Histórica
Rua Dimas Costa,Personalidade Histórica
Avenida Edvaldo Pereira Paiva,Personalidade Histórica
Rua Boitatá,Coisa
Rua Tio Branco,Personalidade Histórica
Rua Chico Gaudério,Personalidade Histórica
Rua Negrinho do Pastoreio,Personalidade Histórica
Rua dos Jasmins,Personalidade Histórica
Avenida Glaucus Saraiva,Personalidade Histórica
Rua Tia Eva,Personalidade Histórica
Rua Otávio Francisco Caruso da Rocha,Personalidade Histórica
Rua Caldas Júnior,Personalidade Histórica
Rua Ijuí,Nome de Cidade/UF
Rua Dario Pederneiras,Personalidade Histórica
Avenida Curupaiti,Coisa
Rua Ney da Gama Ahrends,Personalidade Histórica
Rua Luiz Cosme,Personalidade Histórica
Rua Santo Alfredo,Figura Religiosa
Estrada da Aeronautica,Personalidade Histórica
Desembarque Rodoviária,Coisa
Rua Colina,Coisa
Rua Fronteira,Coisa
Avenida Cruz Alta,Nome de Cidade/UF
Rua Doutor Ney Cabral,Profissão
Avenida Lajeado,Nome de Cidade/UF
Rua Pedro Ivo,Personalidade Histórica
Rua Padre Caldas,Figura Religiosa
Rua Márcio Luiz Veras Vidor,Personalidade Histórica
Rua General Vitorino,Exército
Travessa Tuyuty,Coisa
Rua Augusto Pestana,Nome de Cidade/UF
Rua Comendador Rodolfo Gomes,Personalidade Histórica
Rua 17 de Junho,Feriado
Rua Moura Azevedo,Personalidade Histórica
Rua Coronel Luiz Carlos de Moraes,Exército
Rua Rafael Saadi,Personalidade Histórica
Rua Graciano Camozzato,Personalidade Histórica
Rua Engenheiro Sérgio Schapoval,Profissão
Rua João Batista Barbosa,Personalidade Histórica
