street_name,class
Rua Professor Jacinto Targa,Profissão
Rua Antonieta Abad,Personalidade Histórica
Rua Malvinas,Coisa
Rua Antônio Onofre da Silveira,Personalidade Histórica
Rua Anita Ramos Gonzáles,Personalidade Histórica
Rua Dona Mariana,Personalidade Histórica
Rua Capitão Pedroso,Exército
Estrada Chácara do Banco,Personalidade Histórica
Rua Waldir Echart,Personalidade Histórica
Rua David Cherman,Personalidade Histórica
Rua Tenente Arizoly Fagundes,Exército
Acesso F,Rua sem nome
Acesso C,Rua sem nome
Rua Atílio Supertti,Personalidade Histórica
Rua Coronel Frederico Carlos Gomes,Personalidade Histórica
Estrada das 3 Meninas,Personalidade Histórica
Rua Pablo Komlos,Personalidade Histórica
Rua Charlie Chaplin,Personalidade Histórica
Rua Catarino Andreatta,Personalidade Histórica
Avenida Belém Velho,Personalidade Histórica
Rua Marquês do Maricá,Personalidade Histórica
Avenida Rodrigues da Fonseca,Personalidade Histórica
Rua Aurora,Coisa
Rua José Alves de Castro,Personalidade Histórica
Travessa Osvaldo de Deus e Silva,Personalidade Histórica
Rua Miguel Ascoleze,Personalidade Histórica
Estrada Jorge Pereira Nunes,Personalidade Histórica
Rua Maurílio Ferreira,Personalidade Histórica
Avenida Romeu Samarani Ferreira,Personalidade Histórica
Rua Granja Bela Vista,Personalidade Histórica
Rua Dorival Castilho Machado,Personalidade Histórica
Rua Acácias,Coisa
Rua Doutor Hermes Pacheco,Profissão
Rua Cirino Prunes,Personalidade Histórica
Rua Vereador Roberto Landel de Moura,Personalidade Histórica
Estrada Retiro da Ponta Grossa,Personalidade Histórica
Rua Roquete Pinto,Personalidade Histórica
Rua Paulo Fonteles,Personalidade Histórica
Rua Martins Filho,Personalidade Histórica
Rua Bagé,Nome de Cidade/UF
Rua Viena,Coisa
Travessa Araújo Ribeiro,Personalidade Histórica
Rua Ernandes Velasquez,Personalidade Histórica
Rua Orfelina Fernandes Prates,Personalidade Histórica
Rua Arlindo Bittencourt,Personalidade Histórica
Rua Treze de Maio,Rua sem nome
Rua Berbere,Coisa
Rua da Paz,Personalidade Histórica
Rua Maria Alice,Personalidade Histórica
Rua Natal Fagundes,Personalidade Histórica
Beco Chapatral,Rua sem nome
Rua Clênio Barili,Personalidade Histórica
Rua Grápia,Coisa
Alameda Servidão,Coisa
Beco 2 Rua do Stringhini,Rua sem nome
Rua Pedro de Oliveira França,Personalidade Histórica
Rua Pedro Augusto Felden,Personalidade Histórica
Estrada Maria Altina,Personalidade Histórica
Estrada Júlio Antônio Pereira,Personalidade Histórica
Estrada Luiz Bettiol,Personalidade Histórica
Estrada Marechal Marciano Avila,Exército
Beco Boqueirão,Rua sem nome
Rua Carlos Muttoni,Personalidade Histórica
Avenida Uruguaiana,Nome de Cidade/UF
Rua Cairú,Coisa
Praça Pereira Parobé,Nome de Cidade/UF
Rua Roberto Francisco Behrens,Personalidade Histórica
Rua Wenceslau Braz,Personalidade Histórica
Rua Antônio Lourenço da Rosa,Personalidade Histórica
Rua Nova Iorque,Personalidade Histórica
Rua Carolina do Sul,Personalidade Histórica
Rua Virginia,Coisa
Rua Flórida,Coisa
Avenida Brasil,Coisa
Travessa Irmão Pedro,Personalidade Histórica
Travessa Fortaleza,Coisa
Rua Taveira Júnior,Personalidade Histórica
Rua Mathilde Zatar,Personalidade Histórica
Rua Alfredo Varela,Personalidade Histórica
Rua Mestre Macedinho,Personalidade Histórica
Rua Sebastião Wolf,Personalidade Histórica
Rua Costa Lima,Personalidade Histórica
Rua Guilherme Melecchi,Personalidade Histórica
Rua Coronel Ruy da Cunha Paim,Exército
Rua dos Apóstolos,Personalidade Histórica
Rua Silvério Souto,Personalidade Histórica
Avenida Clemenciano Barnasque,Personalidade Histórica
Rua Otávio Faria,Personalidade Histórica
Rua César de Castro,Personalidade Histórica
Avenida Família Gonçalves Carneiro,Personalidade Histórica
Rua Monsenhor Ruben Neis,Personalidade Histórica
Rua Manduca Rodrigues,Personalidade Histórica
Rua Sinodo,Coisa
Rua Major Tito,Personalidade Histórica
Rua Doutor Croa,Profissão
Rua Adriano Pereira da Silva,Personalidade Histórica
Rua João Locatelli da Silva,Personalidade Histórica
Rua Giobatta Giuseppe Petracco,Personalidade Histórica
Estrada Aracaju,Coisa
Rua Jacob Edgar Horn,Personalidade Histórica
Beco Petenuzzo,Rua sem nome
Rua João do Couto,Personalidade Histórica
Rua Ventura Pinto,Personalidade Histórica
Rua Renascença,Coisa
Estrada Kanazawa,Coisa
Estrada Furnas,Coisa
Rua Florestan Fernandes,Personalidade Histórica
Rua Doutor Vergara,Profissão
Rua Francisca Prezzi Bolognesi,Personalidade Histórica
Acesso Bonar Figueiro,Rua sem nome
Rua 7005,Rua sem nome
Rua 7004,Rua sem nome
Acesso Salvador Currenti,Rua sem nome
Rua Hesiodo de Andrade,Personalidade Histórica
Rua Oscar Antunes de Oliveira,Personalidade Histórica
Rua Lineu Galaschi Ripoll,Personalidade Histórica
Rua Dorival Leivas,Personalidade Histórica
Rua Germano Bonow Filho,Personalidade Histórica
Rua Carlos Wilson Schroder,Personalidade Histórica
Rua Geraldo Tollens Linck,Personalidade Histórica
Rua Raul Silva Gudole,Personalidade Histórica
Rua Elvira Dendena,Personalidade Histórica
Rua Catarina Quadros,Personalidade Histórica
Rua Cláudio da Silva Pinto,Personalidade Histórica
Rua Ênio Melo,Personalidade Histórica
Rua Giorgio Negroni,Personalidade Histórica
Avenida Altos do Santa Rita,Figura Religiosa
Rua Say Marquês,Personalidade Histórica
Rua Delmar Kuhn,Personalidade Histórica
Rua Victor Issler,Personalidade Histórica
Rua Baldoino Bottini,Personalidade Histórica
Rua Fúlvio Bastos,Personalidade Histórica
Avenida Coronel Aparício Borges,Exército
Avenida Juazeiro,Coisa
Rua Arthur Nogueira,Personalidade Histórica
Rua Arroio dos Ratos,Personalidade Histórica
Rua Arroio do Tigre,Personalidade Histórica
Rua Anisio de Moraes,Personalidade Histórica
Rua Condomínio Nosso Lar,Personalidade Histórica
Avenida A 1,Personalidade Histórica
Rua Porto Xavier,Nome de Cidade/UF
Rua Gama Filho,Personalidade Histórica
Rua Cristiano Otoni,Personalidade Histórica
Rua Paim Filho,Nome de Cidade/UF
Rua Getúlio Vargas,Personalidade Histórica
Rua Mimoso do Sul,Personalidade Histórica
Estrada Luís Pinto de Barcelos,Personalidade Histórica
Estrada Taquara,Nome de Cidade/UF
Beco Passo da Taquara,Nome de Cidade/UF
Rua Rio dos Sinos,Personalidade Histórica
Estrada Antônio Borges,Personalidade Histórica
Rua da Escadinha Parque Belém,Personalidade Histórica
Rua Jaime Lino dos Santos Filho,Figura Religiosa
Estrada São Francisco,Figura Religiosa
Rua Finlândia,Coisa
Escócia Condomino Mariente,Personalidade Histórica
Leonardo Da Vince Condomino Mariente,Personalidade Histórica
Rua Adão Corrêa,Personalidade Histórica
Rua México,Coisa
Rua Giácomo Muttoni,Personalidade Histórica
Rua da Comunidade,Personalidade Histórica
Rua Tomé Antônio de Souza,Personalidade Histórica
Rua Enfermeiro Ventura,Personalidade Histórica
Rua Rio Grande,Nome de Cidade/UF
Rua Santos,Figura Religiosa
Rua Osório José Martins,Nome de Cidade/UF
Praça Simões Lopes Neto,Personalidade Histórica
Beco do Paladino,Rua sem nome
Rua Bernardino dos Santos,Figura Religiosa
Rua 3772,Rua sem nome
Estrada Pedreira 11,Personalidade Histórica
Rua 3748,Rua sem nome
Beco do David,Rua sem nome
Rua Agricultor Muller,Personalidade Histórica
Rua Roca Sales,Nome de Cidade/UF
Avenida Santo Dias da Silva,Figura Religiosa
Rua Gervázio Braga Pinheiro,Nome de Cidade/UF
Rua Catuípe,Nome de Cidade/UF
Rua Continental,Coisa
Avenida Deputado Adão Pretto,Personalidade Histórica
Rua Tangara,Coisa
Rua Caiboaté,Coisa
Rua Piratininga,Nome de Cidade/UF
Rua São Judas Tadeu,Figura Religiosa
Beco dos Mendonças,Rua sem nome
Rua Pedro Álveres Cabral,Personalidade Histórica
Rua Luiz Tagliassuchi,Personalidade Histórica
Rua Túnel Verde,Personalidade Histórica
Rua Gomercindo de Oliveira,Personalidade Histórica
Rua Lenita Perondi da Luz,Personalidade Histórica
Beco S Um,Rua sem nome
Rua Leonardo Freitas da Cunha,Figura Religiosa
Rua Rosa Mistica,Personalidade Histórica
Travessa Orlando Rocha,Personalidade Histórica
Rua Luan Jacoby,Personalidade Histórica
Rua Stefan Hermann,Personalidade Histórica
Rua das Azaleias,Personalidade Histórica
Rua Mahicon José Librelato da Silva,Personalidade Histórica
Rua Santa Mônica,Figura Religiosa
Rua Fábio Coelho de Magalhães,Personalidade Histórica
Rua Campesina,Coisa
Rua Mercedes Azzolini,Personalidade Histórica
Rua dos Girassóis,Personalidade Histórica
Rua Emilio Dimari,Personalidade Histórica
Rua Ruy Rodrigo Brasileiro de Azambuja,Personalidade Histórica
Rua Ladislau Honorino de Andrade,Personalidade Histórica
Beco dos Amigos,Rua sem nome
Rua das Espatodeas,Personalidade Histórica
Rua Wlanir Porto,Personalidade Histórica
Rua Pedro Raimundo,Personalidade Histórica
Beco dos Amigos 1,Rua sem nome
Rua Reinaldo Müller,Personalidade Histórica
Rua Paulo Fontoura Gastal,Personalidade Histórica
Beco Setenta,Rua sem nome
Rua Jacinto de Freitas,Figura Religiosa
Rua Moyses Golubcik,Personalidade Histórica
Rua Ubirajara Lemos Machado,Personalidade Histórica
Rua Leodoro Pereira da Silva,Personalidade Histórica
Rua Alypio Jose Nogueira,Personalidade Histórica
Rua Dorvalina Rodrigues de Freitas,Figura Religiosa
Avenida Guarujá,Coisa
Rua Agenor Mendes Ouriques,Personalidade Histórica
Rua Jacundá,Coisa
Rua Osório Mendes Ouriques,Nome de Cidade/UF
Rua Ponciano Pacheco,Personalidade Histórica
Rua Jacipuia,Coisa
Rua Doutora Noemi Valle Rocha,Profissão
Rua Luiz Maestri,Personalidade Histórica
Rua dos Guenoas,Personalidade Histórica
Rua Mário Assumpção,Personalidade Histórica
Passagem V,Coisa
Rua Hortêncio Barbosa,Personalidade Histórica
Rua Doutor João Palombini,Profissão
Rua Homero Só Jobim,Personalidade Histórica
Estrada Campo Novo,Nome de Cidade/UF
Rua Ênio Aveline da Rocha,Personalidade Histórica
Rua Imeramt Cabeleira,Personalidade Histórica
Rua Darcy Fagundes,Personalidade Histórica
Rua Carlos Nobre,Personalidade Histórica
Avenida Doutor Francisco Roberto Dall Igna,Profissão
Rua Morro Alto,Personalidade Histórica
Rua Adão Pinheiro da Silva,Personalidade Histórica
Rua Professor Othon Santos Silva,Profissão
Rua Antônio José Remião,Personalidade Histórica
Avenida Saul Nonnenmacher,Personalidade Histórica
Rua Pedro Seguézio,Personalidade Histórica
Rua Engenheiro Renato Costa Leite,Profissão
Rua André P Biazetto,Personalidade Histórica
Rua Italo Brutto,Personalidade Histórica
Rua Tropeiro,Coisa
Rua Antônio Joséphino Perrone,Personalidade Histórica
Rua Reverendo Francisco de Souza,Personalidade Histórica
Avenida Fritz Beiser,Personalidade Histórica
Avenida Júlio de Castilhos,Personalidade Histórica
Rua Inconfidência,Coisa
Rua João Wobeto,Personalidade Histórica
Rua Antônio Wobeto,Personalidade Histórica
Rua Dom Vital,Personalidade Histórica
Rua 1 Chácara do Banco,Rua sem nome
Estrada Costa do Cerro,Personalidade Histórica
Rua do Cerro,Personalidade Histórica
Beco do Parafuso,Rua sem nome
Beco 4723,Rua sem nome
Beco do Armando,Rua sem nome
Beco José Jacques Bittencourt,Rua sem nome
Rua Brinco-de-Princesa,Personalidade Histórica
Beco Calábria,Rua sem nome
Beco João Paulo Coelho,Rua sem nome
Beco dos Faria,Rua sem nome
Beco Chapeu do Sol,Rua sem nome
Rua Farias Brito,Personalidade Histórica
Rua Alberto Pasqualini,Personalidade Histórica
Rua São Salvador,Figura Religiosa
Rua São Gerônimo,Figura Religiosa
Rua Tapes,Nome de Cidade/UF
Acesso Parque,Rua sem nome
Rua Capitão Montanha,Exército
Praça XV de Novembro,Personalidade Histórica
Travessa Leonardo Truda,Personalidade Histórica
Rua Marco Polo,Personalidade Histórica
Rua Abilio Miller,Personalidade Histórica
Rua Pedro Jung,Personalidade Histórica
Rua João Bonuma,Personalidade Histórica
Rua João do Rio,Personalidade Histórica
Rua Alexandre Snell,Personalidade Histórica
Rua dos Camboatás,Personalidade Histórica
Rua das Canjeranas,Personalidade Histórica
Rua Paracatu,Coisa
Rua do Salso Chorão,Personalidade Histórica
Rua Doutora Maria Zélia Cameiro de Figueiredo,Profissão
Rua das Azaléias,Personalidade Histórica
Rua dos Sabiás,Personalidade Histórica
Rua dos Gerânios,Personalidade Histórica
Rua dos Canários,Personalidade Histórica
Rua Luís Maurício Scolari,Personalidade Histórica
Rua dos Lirios,Personalidade Histórica
Rua Pirapó,Nome de Cidade/UF
Travessa Cunha Vasconcelos,Personalidade Histórica
Rua Botânica,Coisa
Rua do Arvoredo,Personalidade Histórica
Rua Orquídea,Coisa
Rua Carol,Coisa
Rua Borba Gato,Personalidade Histórica
Rua Guaíba,Nome de Cidade/UF
Rua Manoel Sadi Chaves de Vargas,Personalidade Histórica
Rua Goiás Lomba do Pinheiro,Nome de Cidade/UF
Rua Jorge Fischer Nunes,Personalidade Histórica
Rua Vale Verde,Nome de Cidade/UF
Rua Elisabeth Sangoi,Personalidade Histórica
Rua Padre Roque Gonzales,Nome de Cidade/UF
Rua Arroio Taquara,Nome de Cidade/UF
Rua Stella Brum,Personalidade Histórica
Rua das Tangerinas,Personalidade Histórica
Rua Bom Sucesso,Personalidade Histórica
Rua Acácia,Coisa
Rua Silvestre,Coisa
Rua Coronel Jaime R. de Lima,Exército
Rua Portal dos Pinheiros,Personalidade Histórica
Rua dos Goulart,Personalidade Histórica
Rua Watanabe,Coisa
Rua do Abacateiro,Personalidade Histórica
Rua Luciano Santos Rodrigues,Figura Religiosa
Rua João Vicente,Personalidade Histórica
Rua Dandara,Coisa
Rua Humberto Cadaval,Personalidade Histórica
Rua Floresta,Coisa
Rua João Pereira da Silva Filho,Personalidade Histórica
Rua Diogenes Sobrosa de Souza,Personalidade Histórica
Rua Antônio Alberto Palamar Moreira,Personalidade Histórica
Rua Oscar Prates Torma,Personalidade Histórica
Rua das Mangas,Personalidade Histórica
Acesso Júlio Cedar de Melo Pinto,Rua sem nome
Rua Colibris,Coisa
Rua Miguel Oliveira de Lima,Personalidade Histórica
Rua Luiz Otávio,Personalidade Histórica
Rua Sandro Batista Souza da Costa,Personalidade Histórica
Rua São Marcos,Nome de Cidade/UF
Rua Miguel Olvicto dos Santos,Figura Religiosa
Rua 6 de Outubro,Feriado
Rua Leonilda Flores Rubens,Personalidade Histórica
Rua Alda de Oliveira Ribas,Personalidade Histórica
Rua Walter Nunes Aguiar,Personalidade Histórica
Rua do Campo,Personalidade Histórica
Rua Egito,Coisa
Rua José Oliveira Mathias,Personalidade Histórica
Rua Ezequiel A. de Oliveira,Personalidade Histórica
Rua Osvaldino da Silva,Personalidade Histórica
Rua Ana Terra,Personalidade Histórica
Rua Paulo Guilherme Lourenco,Personalidade Histórica
Rua Edson Conceição de Araújo,Personalidade Histórica
Rua Soledade Nunes de Carvalho,Nome de Cidade/UF
Rua dos Eucaliptos,Personalidade Histórica
Rua Leonyr da Silva,Personalidade Histórica
Rua Sol Nascente,Personalidade Histórica
Rua Fernando Weber,Personalidade Histórica
Estrada Antônio José Santana,Figura Religiosa
Rua Mário Tavares de Souza,Nome de Cidade/UF
Rua 3777,Rua sem nome
Rua Ernesto Liscano,Personalidade Histórica
Rua Erotildes Maria Santana,Figura Religiosa
Travessa Zaire,Coisa
Rua Leopoldo Rassier,Personalidade Histórica
Rua 3764,Rua sem nome
Rua Manoel Miltão Camargo,Nome de Cidade/UF
Beco do Coqueiro,Rua sem nome
Rua Hiroshima,Coisa
Rua Tenente Portela,Exército
Rua Arthur Alberto Zanella,Personalidade Histórica
Rua 3775,Rua sem nome
Rua Alfredo Torres de Vasconcellos,Nome de Cidade/UF
Rua 2211,Rua sem nome
Avenida João Antônio Lopes,Personalidade Histórica
Rua 3774,Rua sem nome
Rua dos Blocos,Personalidade Histórica
Praça Dom Sebastião,Personalidade Histórica
Rua São Felipe,Figura Religiosa
Rua Ala,Coisa
Avenida Setembrina,Coisa
Rua Guilherme Schell,Personalidade Histórica
Rua A Vila Nossa Senhora de Fátima,Personalidade Histórica
Rua da Fonte,Personalidade Histórica
Rua Aneron Correa de Oliveira,Personalidade Histórica
Rua São Simão,Figura Religiosa
Rua Padre João Batista Réus,Figura Religiosa
Rua João Mora,Personalidade Histórica
Avenida Pará,Nome de Cidade/UF
Rua Beira Rio,Coisa
Rua Tramandai,Coisa
Rua Doutor Flores,Profissão
Avenida Jerônimo de Ornelas,Personalidade Histórica
Avenida Polar,Coisa
Praça Argentina,Coisa
Rua Paes de Andrade,Personalidade Histórica
Rua José Galvão Sarti,Personalidade Histórica
Rua Doutor João César,Profissão
Rua Ulysses Gomes Ferreira,Personalidade Histórica
Rua Alexander Schwec,Personalidade Histórica
Rua Luís Alberto Ribeiro de Castro,Personalidade Histórica
Rua Doutor David Giacomini,Profissão
Rua Mário Sérgio Gabardo,Personalidade Histórica
Rua Doutor Iran Maciel,Profissão
Rua Pedro Canizio Müller,Personalidade Histórica
Rua Antelmo Segundo Manfroi,Personalidade Histórica
Rua Monte Moriáh,Personalidade Histórica
Rua Henrique Kranen Filho,Personalidade Histórica
Rua Constantino Moura de Azevedo,Personalidade Histórica
Rua João Inácio da Silveira,Personalidade Histórica
Alameda Luiz Carlos Muller,Personalidade Histórica
Alameda do Silveira,Personalidade Histórica
Alameda dos Kulzer,Personalidade Histórica
Rua Selso Fidélis Jardim,Personalidade Histórica
Rua Santa Tereza,Nome de Cidade/UF
Rua Alberto Rodrigues de Oliveira,Personalidade Histórica
Rua Manoel Calbo,Personalidade Histórica
Rua Irmã Maria Hiltgardis,Personalidade Histórica
Rua Osmar Vigel,Personalidade Histórica
Rua Santa Júlia,Figura Religiosa
Rua Santa Zita,Figura Religiosa
Rua Santa Lúcia,Figura Religiosa
Rua Santa Eulália,Figura Religiosa
Rua Julio Finkler Primo,Personalidade Histórica
Rua Eneias Flores,Personalidade Histórica
Rua Leonardo Ribeiro,Personalidade Histórica
Rua Celso Lemos da Silva,Personalidade Histórica
Avenida Império,Coisa
Rua Arapongas,Coisa
Rua Nilópolis,Coisa
Rua Noruega,Coisa
Rua Gaurama,Nome de Cidade/UF
Rua Herval do Oeste,Nome de Cidade/UF
Rua Ipacaraí,Coisa
Rua Americana,Coisa
Rua Joaquina,Coisa
Avenida São Tomé,Figura Religiosa
Rua Garopaba,Coisa
Rua Padre Antônio Vieira,Figura Religiosa
Rua Venâncio Aires,Nome de Cidade/UF
Rua Carumbé,Coisa
Rua Luzitana,Coisa
Rua Ilda Barbachan,Personalidade Histórica
Rua Aristides Rosa,Personalidade Histórica
Rua João Goulart,Personalidade Histórica
Rua Dorival Pinheiro,Personalidade Histórica
Rua Timoteo Guerreiro,Personalidade Histórica
Rua Batista Fontana,Personalidade Histórica
Rua Vacacaí,Coisa
Acesso José Vitola,Rua sem nome
Rua 4 Figueira,Rua sem nome
Rua Bispo Marino Prudencio Moreira,Personalidade Histórica
Rua Professor João Belém,Profissão
Rua Jardim América,Personalidade Histórica
Rua Jéssica Rolão da Silva,Personalidade Histórica
Rua João Paulo II,Personalidade Histórica
Rua Lima e Silva,Personalidade Histórica
Rua 25 de Março,Feriado
Rua Derly da Costa Leite,Personalidade Histórica
Rua Leonel de Moura Brizola,Personalidade Histórica
Rua Elis Regina,Personalidade Histórica
Rua Ivalmar Brum,Personalidade Histórica
Rua Palmitinho,Nome de Cidade/UF
Rua Lima da Costa,Personalidade Histórica
Rua Doutor Miguel Vieira Ferreira,Profissão
Avenida da Produção,Personalidade Histórica
Rua Dakota do Sul,Personalidade Histórica
Rua Texas,Coisa
Rua Mathias de Albuquerque,Personalidade Histórica
Rua Atlanta,Coisa
Rua Allan Kardec,Personalidade Histórica
Rua Columbia,Coisa
Avenida das Canoas,Nome de Cidade/UF
Rua Cidade de Santa Fé,Figura Religiosa
Rua Minnesota,Coisa
Beco da Girardi,Rua sem nome
Rua Annapolis,Coisa
Rua Montana,Coisa
Rua Havaí,Coisa
Rua Dom João Bosco,Personalidade Histórica
Rua Califórnia,Coisa
Rua Kansas,Coisa
Rua Albani,Coisa
Travessa Portão,Nome de Cidade/UF
Rua Paranapanema,Coisa
Rua dos Purús,Personalidade Histórica
Rua Madeira,Coisa
Rua Açú,Coisa
Rua Tapajós,Coisa
Rua Afonso Caviraghi,Personalidade Histórica
Rua Doutor Raul Franco Di Primio,Profissão
Rua Oliveiro Mendes Muller,Personalidade Histórica
Acesso Nelson Silva,Rua sem nome
Rua Ênio de Souza,Personalidade Histórica
Rua Carlos Superti,Personalidade Histórica
Rua José C Souza,Personalidade Histórica
Rua Jasmim,Coisa
Rua José Carlos de Souza,Personalidade Histórica
Rua Doutor Júlio Teixeira,Profissão
Rua Paulo Maciel,Personalidade Histórica
Rua José Casemiro de Souza,Personalidade Histórica
Rua Pedro Cardoso de Azevedo,Personalidade Histórica
Rua Bezerra de Menezes,Personalidade Histórica
Rua Doutor Campos Velho,Profissão
Rua A Loteamento Novo Sarandi,Nome de Cidade/UF
Avenida Élvio Antônio Filipetto,Personalidade Histórica
Largo Abelard Jacques Noronha,Personalidade Histórica
Largo José Antônio Daudt,Personalidade Histórica
Avenida Marechal Rondon,Exército
Travessa Azenha,Coisa
Rua Abramo Eberle,Personalidade Histórica
Rua Alan Kardec,Personalidade Histórica
Praça Padre José Massimi,Figura Religiosa
Viaduto Obirici,Coisa
Largo Telmo Thompson Flores,Personalidade Histórica
Avenida Augusto de Carvalho,Personalidade Histórica
Rua Cerro Azul,Personalidade Histórica
Rua Manoel Idalino,Personalidade Histórica
Rua José Ângelo Bernardo,Personalidade Histórica
Rua Manoel Cândido da Rosa,Personalidade Histórica
Rua Manoel de Souza,Personalidade Histórica
Avenida José Brambila,Personalidade Histórica
Rua Deputado Dorival Cândido Luz de Oliveira,Personalidade Histórica
Rua Andre Souza Dias,Personalidade Histórica
Travessa Guatemala,Coisa
Rua Manoel Selau,Personalidade Histórica
Rua Iugoslávia,Coisa
Travessa Manuel D. S. Filho,Personalidade Histórica
Rua Francisco de Medeiros,Personalidade Histórica
Passagem Rua Doutor Sebastião Leão,Profissão
Praça Januário Pereira da Costa,Personalidade Histórica
Rua Deputado Hugo Mardini,Personalidade Histórica
Rua Karl Iwers,Personalidade Histórica
Rua Edmundo Figueira da Silva,Personalidade Histórica
Rua Adalberto Severo de Moraes,Personalidade Histórica
Travessa Major Cupertino,Personalidade Histórica
Rua Doutor Mário Totta,Profissão
Avenida Otto Niemeyer,Personalidade Histórica
Rua Almirante Cockrane,Exército
Rua Doutor Armando Barbedo,Profissão
Travessa Germano Garcia,Personalidade Histórica
Rua Coronel Fernando Machado,Exército
Rua Mampituba,Nome de Cidade/UF
Rua Déa Coufal,Personalidade Histórica
Rua Teresa Cristo,Personalidade Histórica
Rua Ibirubá,Nome de Cidade/UF
Rua Fiorinha,Coisa
Rua Coronel Claudino,Exército
Avenida Antenor Caldas,Personalidade Histórica
Avenida Vasco Alves Pereira,Personalidade Histórica
Rua Ali Abrhão,Personalidade Histórica
Rua César Verdi,Personalidade Histórica
Avenida Marechal Castelo Branco,Exército
Rua Valdomiro Feijó,Personalidade Histórica
Rua Dorvalino Terres,Personalidade Histórica
Rua Waltornilo Hagel Maciel,Personalidade Histórica
Rua A11,Rua sem nome
Rua X18,Rua sem nome
Escadaria da Rua João Manoel,Personalidade Histórica
Rua Antônio Tessera,Personalidade Histórica
Rua Severo Brombatti,Personalidade Histórica
Rua Mauricio de Souza,Personalidade Histórica
Rua das Araras,Personalidade Histórica
Faixa Portuária,Coisa
Rua Diana Terra,Personalidade Histórica
Condominio Santo Antônio,Figura Religiosa
Rua Interna,Coisa
Rua Silvio Silveira Soares,Personalidade Histórica
Rua Teotônia,Coisa
Travessa Nova Trento,Personalidade Histórica
Rua Dante Gabriel Guimarães,Personalidade Histórica
Rua Begônia,Coisa
Rua Cambará,Coisa
Rua Caridade,Coisa
Rua Gradiúva,Coisa
Rua Guamirim,Coisa
Rua Ipê Amarelo,Nome de Cidade/UF
Rua Jardim Camaquã,Nome de Cidade/UF
Rua Nelson Pulgatti Moreira,Personalidade Histórica
Rua Professor Jorge Bahlis,Profissão
Rua Pé-de-deus,Personalidade Histórica
Rua da Bondade,Personalidade Histórica
Rua da Fé,Personalidade Histórica
Rua Coopercam,Coisa
Passagem Nh,Coisa
Rua Marica,Coisa
Rua Babilonia,Coisa
Rua Eucalipto,Coisa
Travessa Alvaro Guterres,Personalidade Histórica
Rua Francisco Ferrer,Personalidade Histórica
Avenida Coronel Marcos,Exército
Rua Afonso Álvares,Personalidade Histórica
Avenida Wenceslau Escobar,Personalidade Histórica
Beco Cine Gioconda,Rua sem nome
Rua Comendador Souza,Personalidade Histórica
Rua Picasso,Coisa
Praça Comendador Souza Gomes,Personalidade Histórica
Rua Folha da Tarde,Personalidade Histórica
Rua Estevão Cruz,Personalidade Histórica
Rua Carlos Chagas,Personalidade Histórica
Rua Evaristo do Amaral,Personalidade Histórica
Praça Administrador Belmiro Siqueira,Personalidade Histórica
Passagem Padre Reus Mário Totta,Figura Religiosa
Rua José Domingos Varela,Personalidade Histórica
Rua Colorado,Nome de Cidade/UF
Rua Otaviano de Oliveira,Personalidade Histórica
Rua Simão Bolivar,Personalidade Histórica
Rua Apolinário Porto Alegre,Nome de Cidade/UF
Rua Augusto Conte,Personalidade Histórica
Rua Martinho Lutero,Personalidade Histórica
Beco Domingos da Silva,Rua sem nome
Beco Camaqua 159 e 163,Rua sem nome
Rua Camaqua Beco 1,Personalidade Histórica
Rua General Rondon,Exército
Rua Germano Arduino Toniolo,Personalidade Histórica
Rua Roberto André,Personalidade Histórica
Acesso W,Rua sem nome
Rua Cassio de Medeiros,Personalidade Histórica
Rua Francisco do Prado,Personalidade Histórica
Rua Aldo Silveiro Chaves,Personalidade Histórica
Rua Nara Heloísa Costa Gonçalves,Personalidade Histórica
Rua Carlos Adalberto Ilha de Macedo,Personalidade Histórica
Rua Emílio Baldino,Personalidade Histórica
Rua Gilberto Jaime,Personalidade Histórica
Rua Itaipava,Coisa
Rua Orestes Pianta,Personalidade Histórica
Travessa Assunção,Coisa
Travessa Cerejeiras,Coisa
Beco Camaqua 185,Rua sem nome
Beco Assunção,Rua sem nome
Beco Camaqua 195,Rua sem nome
Rua A Cavalhada,Personalidade Histórica
Rua Padre Ângelo Corso,Figura Religiosa
Rua Coronel Timóteo,Exército
Passeio Verão,Coisa
Rua Apamecor,Coisa
Rua Color José Júlio de Melo,Personalidade Histórica
Rua Ary Tischler,Personalidade Histórica
Ciclovia Beira-Rio,Personalidade Histórica
Rua Guaíba Querência,Nome de Cidade/UF
Estrada do Conde,Personalidade Histórica
Rua Perseu Abramo,Personalidade Histórica
Rua Dona Lida Monteira,Personalidade Histórica
Rua Sady Barros Hoffmeister,Personalidade Histórica
Rua Bertha Loforte Gonçalves,Personalidade Histórica
Rua Deputado Astério de Mello,Personalidade Histórica
Rua Ribeiro Tacques,Personalidade Histórica
Rua Pedro Paulo Scheunemann,Personalidade Histórica
Praça 1522,Coisa
Rua Chiara Lubich,Personalidade Histórica
Rua Nicola Laitano,Personalidade Histórica
Rua Nicola Mathias Falci,Personalidade Histórica
Rua Mauro Guedes de Oliveira,Personalidade Histórica
Leão 13,Coisa
Avenida Ponche Verde,Personalidade Histórica
Rua Jaime Caetano Braum,Personalidade Histórica
Avenida Lourival Luís da Cunha,Personalidade Histórica
Rua Doutor Montaury,Profissão
Avenida Norberto Link,Personalidade Histórica
